ID,Answer
2759,裏海
2760,1863年
2761,1880年
2762,16世紀末葉
2763,1829年
2764,杜林
2765,2017年
2766,毛利家
2767,侏[UNK]紀
2768,尹伊桑
2769,拿破崙
2770,4個月後
2771,新學年度
2772,中華人民共和國
2773,愛格思海金斯公司
2774,阿拉巴馬州憲法委員會
2775,1994年
2776,《名人傳》
2777,黃龍元年四月丙申，孫權稱帝，國號吳
2778,傑斐遜·戴維斯
2779,
2780,70%
2781,狩獵採集社會
2782,日本
2783,國民黨
2784,入學考試
2785,很久
2786,利奧三世
2787,鄂圖曼
2788,1986年
2789,古代
2790,1951年4月13日
2791,
2792,心血管疾病
2793,中心
2794,元朝
2795,硫酸
2796,義大利戰爭中，也在17世紀到18世紀中擔任了護衛王室的任務，以其紀律和忠誠出名。法國大革命
2797,超級基金法
2798,遜清
2799,聯合
2800,改革
2801,1933年
2802,20世紀90年代
2803,沙俄軍隊，史稱「羅禪征伐
2804,19世紀
2805,天主教會
2806,《有關國軍參與海外派遣活動的法律案》
2807,溫布頓網球錦標賽
2808,華沙
2809,伯力
2810,強硬的外交政策
2811,肺呼氣機制，但部分語言也會使用緊喉音、內破音、搭嘴音等氣流機制不同的輔音。長度
2812,8世紀
2813,約翰二世·科穆寧皇帝
2814,凡爾賽宮
2815,北海道帝國大學農學部
2816,2008年
2817,信陽
2818,地區邊界
2819,電腦介入飛控系統
2820,動物命名法
2821,2016年
2822,1789年
2823,總指揮
2824,國際動物命名法委員會
2825,提防燕王謀反
2826,金靴獎
2827,齊格蒙特三世
2828,天文學
2829,邦特蘭
2830,萊茵河
2831,氧化亞氮氣體
2832,第四次迦太基大會
2833,孫叔敖造田興水
2834,攻占納哈出的金山
2835,期貨交易所
2836,內燃機引擎
2837,銀熊獎
2838,1968年
2839,靜止心率
2840,《舊金山和約》
2841,10名
2842,1989年
2843,武昌起義
2844,拉卜楞寺
2845,殺傷力大
2846,第一波新政
2847,非歐幾里得幾何
2848,1976年
2849,中國大陸稱外層空間，指的是地球大氣層及其他天體之外的虛空區域
2850,第2758號
2851,1980年代
2852,楊森
2853,1859年
2854,考古學家
2855,學會部
2856,宋文帝
2857,粵西
2858,羅斯托克港
2859,印度河文明
2860,约瑟夫·斯卡利格
2861,湖州人
2862,維多利亞港
2863,暴雪娛樂
2864,土裔
2865,分發式政策
2866,羅馬
2867,12歲
2868,比利時
2869,1000米
2870,馬關條約
2871,羅斯福
2872,大陸性季風氣侯
2873,100克
2874,1席
2875,1994年開始生效的過渡時期憲法
2876,益州
2877,段思平
2878,1957年
2879,散彈槍
2880,海口市
2881,社會學
2882,雌雄同體
2883,華萊士
2884,攔截機
2885,泰國佛教起源於公元前三世紀左右，時為印度阿育王遣派僧侶到東南亞宣揚佛教教義，其中一批到達泰國佛統府後，就以此地為傳教基地。後來，隨著緬甸孟族王國擴展版圖，印度
2886,2000年
2887,4年
2888,英國[UNK]級驅逐艦
2889,臺灣外交困境
2890,7月9日
2891,武漢大學
2892,第三心音
2893,1989年
2894,史達林
2895,
2896,英國
2897,廣州鐵路公司
2898,航宇
2899,海森堡
2900,孫傳芳
2901,元滅宋之戰
2902,亞歷山大·羅德
2903,阿卡狄烏斯念
2904,9月
2905,《農書》
2906,哲布尊丹巴活佛
2907,中世紀中期
2908,瑞派克
2909,穆斯林
2910,台南
2911,精神醫學
2912,蕃人公學校
2913,1987年
2914,發願
2915,6月1日
2916,阿爾沃蘭海，是地中海的一個附屬海，是一片夾在伊比利亞半島和非洲大陸西端末尾之間的海域，通過直布羅陀海峽
2917,主動宣傳
2918,財務報表的三個基本報告之一，所表達的是在一固定期間內，一家機構的現金增減變動情形
2919,1923年
2920,鏡廳
2921,安帝
2922,光緒年間
2923,托列斯海峽
2924,自由民主黨
2925,印度洋
2926,兩年
2927,
2928,荊門市
2929,美國
2930,克羅埃西亞、斯洛維尼亞、蒙特內哥羅等社會主義共和國
2931,1512年
2932,消亡階段
2933,約翰•貝茨•克拉克獎
2934,農業
2935,哈德良
2936,《關於托勒密和哥白尼兩大世界體系的對話》
2937,傳送其基因組
2938,電力無法大量的儲存，大多數時候，電力公司必須即時生產所有需求。電力公司必須仔細估算電力需求，依照估算的結果計畫電力的生產。為了給予電力網路
2939,種族
2940,金正日
2941,盧安達
2942,簡稱阿森納
2943,厄爾布魯士峰
2944,國民政府
2945,明朝
2946,武器設計製造人才
2947,2002年
2948,大氣層
2949,50個
2950,第一個真正的鐵路車站
2951,
2952,1874年
2953,維吾爾語
2954,金泳三
2955,擅長隨心所欲控制自己的體重
2956,新生代
2957,憲政改革
2958,國防部空軍司令部
2959,
2960,電動機
2961,國家宗教事務局
2962,
2963,一次大戰
2964,大西洋鮭
2965,翻版金日成
2966,啟德機場
2967,瑞士在1912年就引入了第一枚航空郵票。奧地利
2968,日本
2969,愛爾蘭語
2970,海森堡
2971,空運
2972,敦煌石窟
2973,鍾祥蘭台宮
2974,朝鮮
2975,1971年
2976,國際航空
2977,兩天
2978,喀喇汗國
2979,
2980,黨內上層
2981,1932年
2982,1952年
2983,葛摩
2984,格林威治時間7:17
2985,陳侃這次出使琉球是由琉球國船工
2986,紐科門
2987,村民委員會
2988,議會大廈
2989,長崎縣
2990,《韓國憲法》
2991,岳飛
2992,怯薛
2993,道元禪師
2994,1637年
2995,西晉
2996,鄭汝立
2997,民國25年4月
2998,中東
2999,一次世界大戰時期
3000,大朝鮮國
3001,石灰石大樓
3002,熱帶稀樹草原
3003,1171年
3004,《日韓合併條約》
3005,羽柴秀吉
3006,共產主義獨裁政權的特色之一是，其政體並未完全掌控社會經濟，就算最徹底法西斯的納粹德國也未全面壟斷國家經濟；共產主義
3007,四十三年
3008,
3009,魏源
3010,保祿六世
3011,精神醫學
3012,公務員事務局及庫務局
3013,梵語
3014,馬可波羅的遊記中，可以看出當時的盛況。隨著理學影響的下降
3015,大陸上的戰事
3016,艾瑪·史東
3017,1622年
3018,第三產業
3019,亨耶跡
3020,德宏州
3021,25個
3022,喬治·史蒂芬生
3023,查士丁尼一世
3024,華北平原
3025,振州
3026,卡拉卡爾帕克族
3027,李時珍
3028,
3029,古羅馬
3030,辛亥革命
3031,六十年代
3032,十年
3033,伊斯蘭教
3034,「兵部右侍郎兼都察院右都御史
3035,六四天安門事件
3036,周恩來
3037,《北京條約》
3038,1976年
3039,1959年
3040,森林面積
3041,國民議會
3042,日本竹[UNK]魚
3043,埃拉伽巴路斯
3044,生活部
3045,預測
3046,3766人
3047,調整其以往只與西方資本主義國家發展關係的外交政策
3048,300公厘
3049,蘇門達臘
3050,洪邁
3051,淮安區
3052,左手
3053,袁世凱
3054,2002年
3055,50%
3056,西里爾字母
3057,南明
3058,中國共產黨紀律檢查機關
3059,第五大
3060,契約經濟
3061,水運
3062,普羅霍羅夫
3063,為了保護蒙古人地位
3064,籌備處
3065,修正主義
3066,鑲藍旗世襲
3067,金正恩
3068,戰艦
3069,戰勝國瓜分
3070,唐朝至德二年
3071,小布希
3072,1871年1月18日
3073,劉少奇
3074,90年代
3075,溫尼伯國際機場
3076,朝鮮
3077,布爾什維克革命
3078,92部作品中，只有2部
3079,遊客團體
3080,黑龍江
3081,奧勒良
3082,昆明巫家壩國際機場
3083,秦漢
3084,居民委員會
3085,民國27年
3086,蘇伊士運河公司
3087,1969年初
3088,通化市
3089,鄭成功
3090,烏茲別克斯坦
3091,玉米
3092,海水
3093,「相互信賴的全面夥伴關係」
3094,2006年
3095,1970年代初期
3096,共產主義
3097,戰鬥機護航
3098,夫餘別種
3099,1938年
3100,西德
3101,東西合璧混合文化
3102,腳
3103,駱克道
3104,71.7公里
3105,拜占庭帝國
3106,肌源性
3107,廣電總局
3108,十三翼之戰
3109,麥克阿瑟
3110,國家安全局
3111,通惠河
3112,雲貴高原
3113,喀喇汗國
3114,8月6日
3115,紅衫軍運動
3116,兵分二路
3117,烏來區
3118,綠窗口
3119,連續函式
3120,希臘文化
3121,幽州
3122,民主政治
3123,庫倫戰敗
3124,1970年代
3125,相聲
3126,王瓊
3127,周恩來
3128,貴霜帝國
3129,
3130,南海縣
3131,《華府風雲》
3132,韓國
3133,成法
3134,少米
3135,李東陽
3136,1919年
3137,[UNK]糯
3138,
3139,印度教
3140,青天白日勳章
3141,弗拉基米爾•列寧
3142,浙江紹興浙軍第二旅第六團第三連
3143,適應對外開放的需要
3144,信陽市
3145,1782年
3146,1867年
3147,5年
3148,隆重
3149,貝爾格勒
3150,日產汽車
3151,政府財政撥款
3152,1918年
3153,1972年
3154,高架電纜
3155,荷蘭
3156,伊薩克
3157,
3158,卡爾施塔特
3159,阿拉伯字母
3160,40%
3161,十年中
3162,《三國演義》
3163,黃琪翔
3164,中國人民銀行
3165,都市
3166,[UNK]
3167,2008年
3168,土地改革
3169,[UNK].[UNK].[UNK][UNK]
3170,巴黎植物園
3171,周恩來
3172,1739年
3173,德意志邦聯
3174,柏林圍牆
3175,布里斯托大學工程學院
3176,商業上
3177,忻城縣
3178,東側
3179,田春蔚
3180,冬季奧運會
3181,動物命名法
3182,國務院農工部第二、三類產業業務，第一類產業業務則由農礦部
3183,艾薩克·牛頓
3184,馬薩諸塞州
3185,4世紀
3186,第一個階段
3187,塞爾維亞
3188,麗貝卡·布蘭克
3189,田漢
3190,太平洋戰爭
3191,公元前37年
3192,新傾向派
3193,新杜老誌夜總會
3194,北京
3195,1942年末和1943年初大型集團軍級坦克編隊再次被全體編入所屬的裝甲部隊。1942年中之前
3196,巴洛克風格
3197,巴爾幹社會主義國家，由馬其頓、塞爾維亞、波士尼亞與赫塞哥維納、克羅埃西亞、斯洛維尼亞、蒙特內哥羅等社會主義共和國所組成，首都為貝爾格勒
3198,4年
3199,公元前194年
3200,俗世什一稅
3201,受貨幣經濟影響
3202,
3203,1949年
3204,曼努埃爾一世
3205,西班牙人
3206,31個
3207,無情》
3208,新北市
3209,
3210,拉彼魯茲
3211,詹姆斯·史都華
3212,1235年
3213,鳴沙山
3214,台北港特定區
3215,馬其頓內部革命組織保加利亞分部
3216,2015年6月
3217,伊斯蘭哈里發軍隊
3218,新北市
3219,物理光學
3220,加勒比海
3221,1945年
3222,數不多的高麗
3223,鱷魚
3224,山峰
3225,35號
3226,無柱雨棚
3227,3月1日
3228,江北地區
3229,希臘文化
3230,19世紀
3231,中山
3232,君士坦提烏斯
3233,鐵穆爾
3234,倭國
3235,1949年
3236,976年
3237,會長
3238,收養資格
3239,昆明原機場昆明巫家壩國際機場
3240,日產汽車
3241,兩棲動物
3242,全國邊海防工作
3243,草原省
3244,1961年
3245,馬爾吉特
3246,11世紀
3247,星系天文學
3248,傑羅姆萊特文教授亦改寫了認知科學的發展史。除了十多位諾貝爾經濟學獎得主之外，九位約翰•貝茨•克拉克獎
3249,314.23萬人
3250,24位
3251,小高加索山脈
3252,全國經濟委員會
3253,
3254,中國共產黨紀律檢查機關
3255,運糧困難
3256,
3257,1627年
3258,[UNK]隱之心
3259,不宣而戰
3260,文化大革命
3261,公元第二世紀
3262,[UNK]-29轟炸機
3263,大蒙古國
3264,漢朝軍事壓力
3265,1924年至1926年
3266,2013年1月1日
3267,鄧小平
3268,民國39年
3269,華萊士
3270,大氣層
3271,亞洲金融風暴
3272,經濟大恐慌
3273,民國元年
3274,1927年
3275,史彌遠死後
3276,2013年
3277,宗教改革
3278,網路龐克
3279,阿爾巴諾羅馬城郊教區主教。在為五位教宗
3280,維多利亞湖
3281,《天體運行論》
3282,馬英九
3283,師承
3284,朱文圭
3285,巴夏禮
3286,廣島市
3287,監理會
3288,毒品
3289,
3290,沒有
3291,1891米
3292,馬來西亞
3293,烏爾蘇拉
3294,92%
3295,李[UNK]
3296,西伯利亞平原
3297,物權法
3298,馬林諾夫斯基
3299,為之後
3300,成吉思汗
3301,劉宋宗王
3302,消極的制度
3303,
3304,人民幣
3305,1971年
3306,1281年
3307,速度
3308,國師八思巴
3309,高加索山脈
3310,茅的樣子
3311,明朝
3312,動物脂肪
3313,公路
3314,奈及利亞
3315,1955年
3316,8市
3317,佛蘭德
3318,路易·菲利普國王
3319,中華民國政府
3320,1912年
3321,1965年
3322,鐵
3323,中國通俗文化
3324,9世紀
3325,特別警察部隊
3326,內蒙古
3327,獅子
3328,宋孝宗
3329,威武陳元帥廟
3330,美元
3331,黑矮星
3332,獅子派
3333,乾隆
3334,功利主義
3335,1998年
3336,西班牙
3337,
3338,成吉思汗時代
3339,共產主義獨裁政權
3340,地中海
3341,1897年
3342,四年
3343,
3344,君士坦丁八世
3345,
3346,1949年
3347,岳飛
3348,劉牢之
3349,
3350,卓袱
3351,五分之四
3352,洋人
3353,民族主義復活
3354,德國
3355,漢語
3356,集安
3357,1970年
3358,
3359,李·亞科卡
3360,五年
3361,瓜拿納樹
3362,特瓦族
3363,髒層
3364,絕對零度
3365,遺傳物質
3366,克列孟梭
3367,海什木
3368,2006年
3369,白[UNK]紀中期
3370,約翰•貝茨•克拉克獎
3371,克勞德夏農
3372,印度國民軍
3373,1932年
3374,人口較南方多出許多
3375,1964年
3376,科幻小說雜誌
3377,法語
3378,政治主張
3379,臺北市
3380,合肥市政府
3381,理查特里維西克
3382,一線天目前仍屬重要軍事基地
3383,彌爾
3384,《續資治通鑑長編》
3385,幽默
3386,普洱市
3387,唐開元二十六年
3388,美國
3389,對於旅客的換乘和貨物運輸十分不利
3390,小的規模
3391,1961年
3392,計劃經濟體制
3393,英國
3394,
3395,模特兒
3396,1284年
3397,民國23年增加為16個政務視察區，明年減少為6個。民國27年
3398,天城體
3399,314.23萬
3400,2005年3月20日
3401,法國
3402,路易十四
3403,喬治•赫伯特•沃克•布希
3404,1936年
3405,詹姆斯·布朗-拉姆齊
3406,伊利諾州
3407,公元前240年
3408,沃爾芬比特爾
3409,性犯罪
3410,結構性下沉而出現的槽地質構造，隨著印度河及恆河的沖積作用
3411,奏
3412,第二代
3413,深水?
3414,忽必烈
3415,1888年
3416,巴西爾二世
3417,元世祖至元十七年
3418,反應式裝甲
3419,德川家康
3420,高速線哈大客運專線
3421,小興安嶺西麓
3422,佛教
3423,恰克圖條約
3424,熱帶雨林
3425,1月6日獨裁
3426,聖凱薩琳教堂
3427,臺灣
3428,
3429,西晉
3430,美國[UNK]電視台
3431,1985年
3432,
3433,1991年
3434,11世紀
3435,郭松齡
3436,1931年
3437,歐」型恆星，半徑約為太陽的8倍，發光度
3438,共產主義
3439,天皇
3440,2014年
3441,保靖縣
3442,專業銀行
3443,第五代
3444,飛機
3445,1976年
3446,「你吃飯了嗎？」
3447,15個
3448,宋公
3449,希洛分基地
3450,漢地大都
3451,康熙
3452,景星殿
3453,雨果
3454,鄧小平
3455,非逃港者
3456,維爾紐斯
3457,民國17年1月
3458,《聯邦調查局
3459,雜交帶
3460,2000年代
3461,《魔戒》
3462,1958年
3463,儒家思想
3464,1月1日
3465,12架
3466,廣西廣府人
3467,1897年
3468,中華人民共和國
3469,47年
3470,元弘之亂
3471,火山活動
3472,倭王權
3473,中環
3474,1991年
3475,約瑟夫
3476,路易-拿破崙大部分的時間都在國外生活
3477,持拍手反手擊球
3478,星系天文學
3479,新南威爾斯學校
3480,良好行為
3481,孫叔敖造田興水
3482,中華人民共和國
3483,朱棣
3484,
3485,軍隊士兵主要由穆斯林和印度教徒
3486,亞俄
3487,東漢
3488,1941年
3489,生命線類的協談電話雖常見，但到2007年時，有關其成效的研究還不太充份
3490,機場快線
3491,薩爾布呂肯地區
3492,溫病學派
